image,path,true_class,predicted_class,correct,predicted_confidence,true_class_probability,prob_akiec,prob_bcc,prob_bkl,prob_df,prob_mel,prob_nv,prob_vasc
ISIC_0030192.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0030192.jpg,mel,nv,False,0.99570197,0.0042818435,1.8806809e-10,2.948618e-11,1.3811584e-05,6.1233024e-10,0.0042818435,0.99570197,2.3775126e-06
ISIC_0032653.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032653.jpg,mel,nv,False,0.9955694,0.0044255755,1.0028981e-10,1.05839874e-07,1.762549e-07,9.700559e-07,0.0044255755,0.9955694,3.791376e-06
ISIC_0028567.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0028567.jpg,mel,nv,False,0.9950871,5.7871563e-05,1.2358378e-05,2.90532e-07,0.004842051,3.456318e-07,5.7871563e-05,0.9950871,6.752364e-08
ISIC_0028764.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0028764.jpg,mel,nv,False,0.99494946,0.0044638407,1.4862427e-06,1.2723167e-08,0.0005851393,3.0275455e-08,0.0044638407,0.99494946,9.705082e-09
ISIC_0026802.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0026802.jpg,mel,nv,False,0.9947108,0.0051159244,1.866756e-07,2.1103176e-08,0.00017315318,1.8509654e-10,0.0051159244,0.9947108,1.2827278e-10
ISIC_0032232.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032232.jpg,mel,nv,False,0.99468815,0.0010070539,0.00010774668,8.629439e-07,0.0041962545,6.80799e-09,0.0010070539,0.99468815,1.4017398e-08
ISIC_0031386.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0031386.jpg,mel,nv,False,0.9944512,0.005547992,1.9896615e-12,3.4392172e-12,7.921721e-07,2.7491206e-12,0.005547992,0.9944512,6.804892e-12
ISIC_0032569.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032569.jpg,mel,nv,False,0.99400324,0.005523541,4.310875e-07,9.934458e-05,0.00023535156,0.00013807081,0.005523541,0.99400324,1.2567551e-07
ISIC_0029281.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029281.jpg,mel,nv,False,0.99234736,0.007648794,1.0177708e-12,8.665104e-12,3.8628514e-06,2.3787317e-13,0.007648794,0.99234736,4.0957904e-09
ISIC_0029021.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029021.jpg,mel,nv,False,0.99203753,0.0073924586,1.4791551e-06,3.6756717e-08,0.00056789484,1.4734256e-07,0.0073924586,0.99203753,5.447614e-07
ISIC_0032982.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032982.jpg,mel,nv,False,0.9918508,0.008145922,1.2120039e-09,5.3163046e-07,2.6623131e-06,6.338071e-08,0.008145922,0.9918508,2.0122524e-08
ISIC_0025783.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0025783.jpg,mel,nv,False,0.98752636,0.012473601,1.7594383e-12,7.247638e-10,1.0149053e-08,1.0687228e-10,0.012473601,0.98752636,4.0680674e-11
ISIC_0034028.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0034028.jpg,mel,nv,False,0.9872531,0.012746705,1.8048306e-13,1.1421274e-15,1.9047273e-07,6.7182235e-14,0.012746705,0.9872531,1.1177628e-13
ISIC_0033812.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033812.jpg,mel,nv,False,0.9827253,0.017272912,2.4737673e-12,7.465394e-12,1.7727336e-06,1.4867828e-10,0.017272912,0.9827253,7.876354e-12
ISIC_0032845.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032845.jpg,mel,nv,False,0.96305096,0.03694907,8.690825e-15,1.4069982e-13,3.8973007e-09,5.6534292e-14,0.03694907,0.96305096,1.0009999e-08
ISIC_0029502.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029502.jpg,mel,nv,False,0.96124506,0.037555892,1.0393931e-08,6.3186453e-06,0.0011904719,2.241307e-10,0.037555892,0.96124506,2.2257852e-06
ISIC_0033050.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033050.jpg,mel,nv,False,0.95305425,0.033025097,2.67128e-08,1.3230097e-09,0.013920652,1.0072954e-09,0.033025097,0.95305425,1.0763857e-08
ISIC_0025316.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0025316.jpg,mel,nv,False,0.94240767,0.057592377,2.0295304e-12,1.8828535e-12,2.7188342e-08,1.06645995e-13,0.057592377,0.94240767,1.9962403e-09
ISIC_0033804.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033804.jpg,mel,nv,False,0.9416447,0.058355246,2.7915942e-12,1.0611078e-10,7.185151e-09,1.7364933e-09,0.058355246,0.9416447,8.827029e-11
ISIC_0033216.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033216.jpg,mel,nv,False,0.9375321,0.06246791,2.6827451e-17,1.4887619e-13,3.2866754e-12,3.4607109e-12,0.06246791,0.9375321,4.471972e-12
ISIC_0024864.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0024864.jpg,mel,nv,False,0.93465716,0.06522908,8.654618e-10,4.237323e-11,0.00011372492,1.09568665e-11,0.06522908,0.93465716,2.0954336e-09
ISIC_0024367.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0024367.jpg,mel,nv,False,0.9341444,0.065181166,1.8852514e-06,6.009408e-07,0.0006719646,4.2928336e-09,0.065181166,0.9341444,2.5034302e-08
ISIC_0033500.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033500.jpg,mel,nv,False,0.92810196,0.045474045,0.00013204153,3.4459609e-09,0.026291957,2.5579892e-09,0.045474045,0.92810196,8.655939e-10
ISIC_0033268.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033268.jpg,mel,nv,False,0.9226074,0.06078852,1.4833844e-07,1.4391727e-08,0.01660391,8.0090673e-10,0.06078852,0.9226074,1.8515356e-09
ISIC_0029056.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029056.jpg,mel,nv,False,0.9203644,0.070253454,2.053665e-05,1.3044282e-05,0.009348473,1.0352084e-07,0.070253454,0.9203644,6.9194495e-09
ISIC_0025238.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0025238.jpg,mel,nv,False,0.91858065,0.08135329,3.5213241e-09,1.2456159e-06,6.485057e-05,6.745491e-10,0.08135329,0.91858065,3.6310432e-10
ISIC_0033337.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033337.jpg,mel,nv,False,0.9154876,0.07459457,3.2372316e-07,8.661781e-08,0.00991738,2.9999685e-09,0.07459457,0.9154876,2.061171e-08
ISIC_0033526.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033526.jpg,mel,nv,False,0.9152745,0.067512706,1.546258e-06,1.9773816e-09,0.017211264,3.980951e-09,0.067512706,0.9152745,9.557895e-09
ISIC_0033520.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033520.jpg,mel,nv,False,0.8934141,0.106583446,1.6154793e-11,2.988473e-12,2.472959e-06,1.0767649e-12,0.106583446,0.8934141,4.2515453e-12
ISIC_0031953.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0031953.jpg,mel,nv,False,0.8907764,0.10922017,9.290331e-13,9.1529084e-10,5.9538015e-09,1.2102105e-10,0.10922017,0.8907764,3.4543195e-06
ISIC_0033662.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033662.jpg,mel,nv,False,0.88684213,0.11315786,2.8549747e-15,4.1159675e-14,5.378763e-09,3.2582284e-14,0.11315786,0.88684213,1.0484969e-08
ISIC_0034317.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0034317.jpg,mel,nv,False,0.87149125,0.12850837,1.0494002e-11,3.6047776e-11,2.9067812e-07,8.462152e-12,0.12850837,0.87149125,4.1637623e-08
ISIC_0033594.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033594.jpg,mel,nv,False,0.8697225,0.12745906,1.5545207e-06,4.265976e-07,0.0028164983,1.4820336e-09,0.12745906,0.8697225,4.6806448e-09
ISIC_0033154.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033154.jpg,mel,nv,False,0.86616015,0.13383564,1.6877881e-12,9.613531e-14,4.205056e-06,2.635854e-14,0.13383564,0.86616015,2.1399852e-14
ISIC_0034050.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0034050.jpg,mel,nv,False,0.8475587,0.15205643,2.0264243e-11,1.4646733e-08,0.00037791015,5.4721343e-09,0.15205643,0.8475587,6.9748025e-06
ISIC_0033624.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033624.jpg,mel,nv,False,0.83545995,0.14095157,1.7216117e-06,7.2882125e-07,0.023586046,1.9784498e-09,0.14095157,0.83545995,1.2610796e-08
ISIC_0030521.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0030521.jpg,mel,nv,False,0.8349527,0.16259322,1.9137844e-06,6.057448e-07,0.0023675272,2.8629886e-08,0.16259322,0.8349527,8.405276e-05
ISIC_0027130.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0027130.jpg,mel,nv,False,0.77304393,0.22675169,9.6376e-07,2.616418e-06,0.00020023675,6.2951307e-07,0.22675169,0.77304393,2.3454951e-09
ISIC_0029170.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029170.jpg,mel,nv,False,0.7484377,0.0050505865,0.0027158442,1.2967797e-05,0.2437788,2.7313495e-06,0.0050505865,0.7484377,1.325621e-06
ISIC_0027302.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0027302.jpg,mel,nv,False,0.7457725,0.25422606,8.771061e-11,1.6478197e-11,1.3942991e-06,4.506904e-10,0.25422606,0.7457725,2.4323615e-08
ISIC_0024586.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0024586.jpg,mel,nv,False,0.7420974,0.25512883,4.2152374e-07,5.180622e-06,0.0027620106,3.8597564e-06,0.25512883,0.7420974,2.2950012e-06
ISIC_0032331.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032331.jpg,mel,nv,False,0.73627067,0.25912762,4.2347082e-07,5.1880374e-07,0.004598774,2.5904922e-07,0.25912762,0.73627067,1.711846e-06
ISIC_0033801.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0033801.jpg,mel,nv,False,0.73151505,0.26848492,1.2251681e-17,2.8732798e-15,1.04106244e-10,3.333872e-14,0.26848492,0.73151505,4.366263e-11
ISIC_0029092.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029092.jpg,mel,nv,False,0.70880675,0.29082698,5.3130284e-10,4.0601182e-07,0.00036560572,5.574291e-12,0.29082698,0.70880675,2.177511e-07
ISIC_0027517.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0027517.jpg,mel,nv,False,0.69957364,0.041283086,0.0018165582,3.8154318e-05,0.2572873,1.1383444e-06,0.041283086,0.69957364,2.1958302e-08
ISIC_0032672.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032672.jpg,mel,nv,False,0.6864819,0.31184718,9.045323e-06,1.8408576e-06,0.0016596202,4.819497e-07,0.31184718,0.6864819,2.0549358e-08
ISIC_0034076.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0034076.jpg,mel,nv,False,0.68177557,0.31534234,4.691486e-06,2.3696139e-06,0.0028742184,7.3926316e-07,0.31534234,0.68177557,6.855638e-08
ISIC_0029913.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0029913.jpg,mel,nv,False,0.66474354,0.3352493,5.902271e-11,6.7249225e-08,5.0894478e-06,6.588916e-08,0.3352493,0.66474354,1.9196816e-06
ISIC_0034222.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0034222.jpg,mel,nv,False,0.66355824,0.0046459897,3.261031e-08,0.0004921695,3.8030445e-05,0.33126554,0.0046459897,0.66355824,8.769883e-09
ISIC_0025450.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0025450.jpg,mel,nv,False,0.65487736,0.3451185,1.7199868e-11,1.5089039e-06,1.2940134e-06,1.3924902e-06,0.3451185,0.65487736,4.6917286e-08
ISIC_0028156.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0028156.jpg,mel,nv,False,0.61107767,0.38866955,9.734155e-10,2.413016e-09,0.00025279765,1.999171e-09,0.38866955,0.61107767,1.6351786e-08
ISIC_0032750.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0032750.jpg,mel,nv,False,0.5998379,0.3904649,4.2558807e-07,6.965437e-09,0.009696822,2.2208246e-09,0.3904649,0.5998379,5.648416e-09
ISIC_0026545.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0026545.jpg,mel,nv,False,0.57508755,0.42284527,2.3520304e-08,2.457043e-07,0.0020668686,1.7047997e-09,0.42284527,0.57508755,1.4675521e-11
ISIC_0034089.jpg,/workspace/damodar/mahek_sheetal/HAM10000_YOLO_OVERSAMPLED/test/mel/ISIC_0034089.jpg,mel,nv,False,0.4921978,0.44422528,2.6773102e-06,2.1350661e-07,0.06357403,8.948899e-09,0.44422528,0.4921978,4.5949527e-08
